measurement_data;state_data;mode_probabilities;state_errors
[0., 0., 1., 1., 0., 0.];[-2.14369382e-05, -6.43108147e-04, 7.19863057e-01, 8.33999311e-01, -1.61819837e-06, -1.36102711e-02];[0.4058909, 0.29705455, 0.29705455];[2.14369382e-05, 6.43108147e-04, 2.80136943e-01, 1.66000689e-01, 1.61819837e-06, 1.36102711e-02]
[0.1, 0.1, 1., 1., 0., 0.];[1.41576883e-02, 2.80131147e-03, 6.67433305e-01, 7.72473334e-01, -7.57849639e-04, -8.54084432e-03];[0.42508012, 0.28745994, 0.28745994];[0.08584231, 0.09719869, 0.3325667, 0.22752667, 0.00075785, 0.00854084]
[0.2, 0.2, 1., 1., 0., 0.];[0.03424909, 0.01227311, 0.66915826, 0.72804895, -0.00145085, -0.00960459];[0.43065468, 0.28467266, 0.28467266];[0.16575091, 0.18772689, 0.33084174, 0.27195105, 0.00145085, 0.00960459]
[0.3, 0.3, 1., 1., 0., 0.];[0.05912228, 0.02876083, 0.69017544, 0.69141573, -0.00148174, -0.01038122];[0.43239784, 0.28380108, 0.28380108];[0.24087772, 0.27123917, 0.30982456, 0.30858427, 0.00148174, 0.01038122]
[0.4, 0.4, 1., 1., 0., 0.];[8.90564110e-02, 5.18720969e-02, 7.19275823e-01, 6.60575257e-01, -6.96909983e-04, -1.12118750e-02];[0.43395504, 0.28302248, 0.28302248];[0.31094359, 0.3481279, 0.28072418, 0.33942474, 0.00069691, 0.01121188]
[0.5, 0.5, 1., 1., 0., 0.];[0.124644, 0.08055642, 0.75235639, 0.63512001, 0.00115973, -0.01147781];[0.43699005, 0.28150498, 0.28150498];[0.375356, 0.41944358, 0.24764361, 0.36487999, 0.00115973, 0.01147781]
[0.6, 0.6, 1., 1., 0., 0.];[0.16630631, 0.11337091, 0.78796933, 0.61472239, 0.00422028, -0.01116425];[0.44223703, 0.27888149, 0.27888149];[0.43369369, 0.48662909, 0.21203067, 0.38527761, 0.00422028, 0.01116425]
[0.7, 0.7, 1., 1., 0., 0.];[0.2144627, 0.14913233, 0.82587483, 0.59909161, 0.00873642, -0.01001288];[0.44989358, 0.27505321, 0.27505321];[0.4855373, 0.55086767, 0.17412517, 0.40090839, 0.00873642, 0.01001288]
[0.8, 0.8, 1., 1., 0., 0.];[0.26957904, 0.18704302, 0.86635016, 0.58785822, 0.01497977, -0.00781279];[0.4598287, 0.27008565, 0.27008565];[0.53042096, 0.61295698, 0.13364984, 0.41214178, 0.01497977, 0.00781279]
[0.9, 0.9, 1., 1., 0., 0.];[0.33241364, 0.22689938, 0.90985788, 0.58062293, 0.02331328, -0.00427387];[0.47166641, 0.2641668, 0.2641668];[0.56758636, 0.67310062, 0.09014212, 0.41937707, 0.02331328, 0.00427387]
[1., 1., 1., 1., 0., 0.];[4.04341227e-01, 2.69244826e-01, 9.56802432e-01, 5.76885637e-01, 3.41827447e-02, 7.90645344e-04];[0.48475811, 0.25762094, 0.25762094];[0.59565877, 0.73075517, 0.04319757, 0.42311436, 0.03418274, 0.00079065]
[1.1, 1.1, 1., 1., 0., 0.];[0.48823331, 0.31601187, 1.00729332, 0.57594275, 0.04833114, 0.00738653];[0.49794953, 0.25102523, 0.25102523];[0.61176669, 0.78398813, 0.00729332, 0.42405725, 0.04833114, 0.00738653]
[1.2, 1.2, 1., 1., 0., 0.];[0.5905078, 0.37213398, 1.06061114, 0.57646301, 0.06731119, 0.0150381];[0.50889041, 0.24555479, 0.24555479];[0.6094922, 0.82786602, 0.06061114, 0.42353699, 0.06731119, 0.0150381]
[1.3, 1.3, 1., 1., 0., 0.];[0.72380177, 0.44761449, 1.11340233, 0.57496376, 0.09380193, 0.02185253];[0.51245992, 0.24377004, 0.24377004];[0.57619823, 0.85238551, 0.11340233, 0.42503624, 0.09380193, 0.02185253]
[1.4, 1.4, 1., 1., 0., 0.];[0.89320476, 0.54487367, 1.15425443, 0.56111559, 0.1240676, 0.02122635];[0.50127792, 0.24936104, 0.24936104];[0.50679524, 0.85512633, 0.15425443, 0.43888441, 0.1240676, 0.02122635]
[1.5, 1.5, 1., 1., 0., 0.];[1.05939894, 0.62578102, 1.16641422, 0.52292654, 0.13498253, 0.00750526];[0.48288433, 0.25855784, 0.25855784];[0.44060106, 0.87421898, 0.16641422, 0.47707346, 0.13498253, 0.00750526]
[1.6, 1.6, 1., 1., 0., 0.];[1.21809708, 0.69225244, 1.1628042, 0.4847182, 0.14004181, 0.00905234];[0.47595668, 0.26202166, 0.26202166];[0.38190292, 0.90774756, 0.1628042, 0.5152818, 0.14004181, 0.00905234]
[1.7, 1.7, 1., 1., 0., 0.];[1.37121658, 0.74874647, 1.15734989, 0.45187982, 0.14651437, 0.01486256];[0.48622698, 0.25688651, 0.25688651];[0.32878342, 0.95125353, 0.15734989, 0.54812018, 0.14651437, 0.01486256]
[1.8, 1.8, 1., 1., 0., 0.];[1.52099977, 0.79995827, 1.16436494, 0.43716749, 0.15958862, 0.03431852];[0.50867902, 0.24566049, 0.24566049];[0.27900023, 1.00004173, 0.16436494, 0.56283251, 0.15958862, 0.03431852]
[1.9, 1.9, 1., 1., 0., 0.];[1.66469969, 0.84223231, 1.18941269, 0.43519561, 0.17467102, 0.05433872];[0.53933947, 0.23033026, 0.23033026];[0.23530031, 1.05776769, 0.18941269, 0.56480439, 0.17467102, 0.05433872]
[2., 2., 1., 1., 0., 0.];[1.80371941, 0.87945243, 1.2363966, 0.45306505, 0.19420186, 0.08686154];[0.56886967, 0.21556516, 0.21556516];[0.19628059, 1.12054757, 0.2363966, 0.54693495, 0.19420186, 0.08686154]
[2.1, 2.1, 1., 1., 0., 0.];[1.93514127, 0.90606443, 1.29885058, 0.46938028, 0.20998134, 0.1048466];[0.59982702, 0.20008649, 0.20008649];[0.16485873, 1.19393557, 0.29885058, 0.53061972, 0.20998134, 0.1048466]
[2.2, 2.2, 1., 1., 0., 0.];[2.06567809, 0.9347198, 1.37604518, 0.51064323, 0.23248869, 0.15153092];[0.6159866, 0.1920067, 0.1920067];[0.13432191, 1.2652802, 0.37604518, 0.48935677, 0.23248869, 0.15153092]
[2.3, 2.3, 1., 1., 0., 0.];[2.17969569, 0.93685464, 1.46249734, 0.50175287, 0.23458463, 0.12285461];[0.65967459, 0.17016271, 0.17016271];[0.12030431, 1.36314536, 0.46249734, 0.49824713, 0.23458463, 0.12285461]
[2.4, 2.4, 1., 1., 0., 0.];[2.33486252, 1.00474692, 1.5696638, 0.66371557, 0.29617562, 0.3203865];[0.60781264, 0.19609368, 0.19609368];[0.06513748, 1.39525308, 0.5696638, 0.33628443, 0.29617562, 0.3203865]
[2.5, 2.5, 1., 1., 0., 0.];[2.42853447, 0.94134867, 1.95534026, 0.61937821, 0.28071119, 0.11371085];[0.87189903, 0.06405049, 0.06405049];[0.07146553, 1.55865133, 0.95534026, 0.38062179, 0.28071119, 0.11371085]
[2.6, 2.6, 1., 1., 0., 0.];[2.94362376, 1.41917552, 2.28874691, 1.28820779, 0.75454176, 1.00243451];[0.53817646, 0.23091177, 0.23091177];[0.34362376, 1.18082448, 1.28874691, 0.28820779, 0.75454176, 1.00243451]
[2.7, 2.7, 1., 1., 0., 0.];[2.74214242, 1.03767493, 2.63202972, 0.99955514, 0.4179755, 0.39004944];[9.99962372e-01, 1.88140833e-05, 1.88140833e-05];[4.21424221e-02, 1.66232507e+00, 1.63202972e+00, 4.44860646e-04, 4.17975502e-01, 3.90049445e-01]
[2.8, 2.8, 1., 1., 0., 0.];[2.45774604, 0.66552774, 2.19230386, 0.5187752, -0.06712545, -0.20010939];[0.65298916, 0.17350542, 0.17350542];[0.34225396, 2.13447226, 1.19230386, 0.4812248, 0.06712545, 0.20010939]
[2.9, 2.9, 1., 1., 0., 0.];[2.74671861, 0.9238823, 2.27431333, 0.74501586, 0.47236773, 0.53136387];[0.48728607, 0.25635697, 0.25635697];[0.15328139, 1.9761177, 1.27431333, 0.25498414, 0.47236773, 0.53136387]
[3., 3., 1., 1., 0., 0.];[2.88581978, 0.89086748, 2.67991248, 0.81984477, 0.29540088, 0.2626506];[0.9114933, 0.04425335, 0.04425335];[0.11418022, 2.10913252, 1.67991248, 0.18015523, 0.29540088, 0.2626506]
[3.1, 3.1, 1., 1., 0., 0.];[3.1095235, 1.0992057, 2.48426281, 0.8909694, 0.65011266, 0.70689086];[0.53442739, 0.23278631, 0.23278631];[0.0095235, 2.0007943, 1.48426281, 0.1090306, 0.65011266, 0.70689086]
[3.2, 3.2, 1., 1., 0., 0.];[3.21376793, 1.01017577, 3.11624262, 1.00981711, 0.41915382, 0.42062773];[0.99460102, 0.00269949, 0.00269949];[0.01376793, 2.18982423, 2.11624262, 0.00981711, 0.41915382, 0.42062773]
[3.3, 3.3, 1., 1., 0., 0.];[3.30328887, 0.99798209, 3.22633252, 1.01077612, 0.4096462, 0.4166806];[0.99331763, 0.00334118, 0.00334118];[0.00328887, 2.30201791, 2.22633252, 0.01077612, 0.4096462, 0.4166806]
[3.4, 3.4, 1., 1., 0., 0.];[3.3784797, 0.97219994, 3.31151298, 0.99127707, 0.38829039, 0.39787368];[0.9860855, 0.00695725, 0.00695725];[0.0215203, 2.42780006, 2.31151298, 0.00872293, 0.38829039, 0.39787368]
[3.5, 3.5, 1., 1., 0., 0.];[3.27550262, 0.77361716, 3.16690762, 0.7692726, 0.2312154, 0.24023542];[0.89300665, 0.05349667, 0.05349667];[0.22449738, 2.72638284, 2.16690762, 0.2307274, 0.2312154, 0.24023542]
[3.6, 3.6, 1., 1., 0., 0.];[3.42152952, 0.90584472, 3.02580588, 0.84712098, 0.7334345, 0.89753638];[0.50830354, 0.24584823, 0.24584823];[0.17847048, 2.69415528, 2.02580588, 0.15287902, 0.7334345, 0.89753638]
[3.7, 3.7, 1., 1., 0., 0.];[3.7046528, 1.00140371, 3.65564473, 1.03656597, 0.44250946, 0.46820543];[9.98366048e-01, 8.16976034e-04, 8.16976034e-04];[0.0046528, 2.69859629, 2.65564473, 0.03656597, 0.44250946, 0.46820543]
[3.8, 3.8, 1., 1., 0., 0.];[3.80814671, 1.00419626, 3.77106561, 1.04491349, 0.44566157, 0.47363523];[9.99390282e-01, 3.04859164e-04, 3.04859164e-04];[0.00814671, 2.79580374, 2.77106561, 0.04491349, 0.44566157, 0.47363523]
[3.9, 3.9, 1., 1., 0., 0.];[3.9062642, 1.00199221, 3.87786456, 1.0460371, 0.44434606, 0.47337915];[9.98954683e-01, 5.22658725e-04, 5.22658725e-04];[0.0062642, 2.89800779, 2.87786456, 0.0460371, 0.44434606, 0.47337915]
[4., 4., 1., 1., 0., 0.];[4.00802262, 1.00356962, 3.98783595, 1.05031067, 0.44683394, 0.47691768];[9.99708228e-01, 1.45886097e-04, 1.45886097e-04];[0.00802262, 2.99643038, 2.98783595, 0.05031067, 0.44683394, 0.47691768]
[4.1, 4.1, 1., 1., 0., 0.];[4.09125068, 0.9869754, 4.07495869, 1.03348367, 0.42964236, 0.45845265];[0.99447075, 0.00276463, 0.00276463];[0.00874932, 3.1130246, 3.07495869, 0.03348367, 0.42964236, 0.45845265]
[4.2, 4.2, 1., 1., 0., 0.];[4.20539396, 1.00101056, 4.19802745, 1.05011909, 0.4453581, 0.47614403];[9.99729747e-01, 1.35126549e-04, 1.35126549e-04];[0.00539396, 3.19898944, 3.19802745, 0.05011909, 0.4453581, 0.47614403]
[4.3, 4.3, 1., 1., 0., 0.];[4.29407845, 0.98998651, 4.28996159, 1.03815083, 0.43383387, 0.46354053];[0.99639454, 0.00180273, 0.00180273];[0.00592155, 3.31001349, 3.28996159, 0.03815083, 0.43383387, 0.46354053]
[4.4, 4.4, 1., 1., 0., 0.];[4.40394342, 0.99998151, 4.40639795, 1.04904282, 0.44475666, 0.47549603];[9.99953189e-01, 2.34053113e-05, 2.34053113e-05];[0.00394342, 3.40001849, 3.40639795, 0.04904282, 0.44475666, 0.47549603]
[4.5, 4.5, 1., 1., 0., 0.];[4.25014728, 0.75905951, 4.12636231, 0.74248342, 0.13660494, 0.10493145];[0.81397469, 0.09301265, 0.09301265];[0.24985272, 3.74094049, 3.12636231, 0.25751658, 0.13660494, 0.10493145]
[4.6, 4.6, 1., 1., 0., 0.];[4.31506248, 0.75912669, 4.02935245, 0.71192342, 0.35504087, 0.45137601];[0.75786442, 0.12106779, 0.12106779];[0.28493752, 3.84087331, 3.02935245, 0.28807658, 0.35504087, 0.45137601]
[4.7, 4.7, 1., 1., 0., 0.];[4.6640091, 0.96529825, 4.64454332, 1.00021961, 0.41756812, 0.44577386];[0.98897688, 0.00551156, 0.00551156];[3.59908960e-02, 3.73470175e+00, 3.64454332e+00, 2.19607642e-04, 4.17568124e-01, 4.45773860e-01]
[4.8, 4.8, 1., 1., 0., 0.];[4.79107067, 0.99085953, 4.79423328, 1.03265843, 0.43762092, 0.4682586];[9.99887027e-01, 5.64866435e-05, 5.64866435e-05];[0.00892933, 3.80914047, 3.79423328, 0.03265843, 0.43762092, 0.4682586]
[4.9, 4.9, 1., 1., 0., 0.];[4.85412094, 0.95534543, 4.84931506, 0.99079917, 0.3966772, 0.42241274];[0.98428933, 0.00785534, 0.00785534];[0.04587906, 3.94465457, 3.84931506, 0.00920083, 0.3966772, 0.42241274]
[5., 5., 1., 1., 0., 0.];[4.98995386, 0.99047196, 4.99830572, 1.03023245, 0.43630226, 0.46653662];[9.99367513e-01, 3.16243522e-04, 3.16243522e-04];[0.01004614, 4.00952804, 3.99830572, 0.03023245, 0.43630226, 0.46653662]
[5.1, 5.1, 1., 1., 0., 0.];[5.09303079, 0.99385289, 5.10412418, 1.03262962, 0.43884525, 0.46893231];[9.99980223e-01, 9.88870807e-06, 9.88870804e-06];[0.00696921, 4.10614711, 4.10412418, 0.03262962, 0.43884525, 0.46893231]
[5.2, 5.2, 1., 1., 0., 0.];[4.92734191, 0.75396181, 4.73682479, 0.70016613, 0.0904788, 0.04584927];[0.75304594, 0.12347703, 0.12347703];[0.27265809, 4.44603819, 3.73682479, 0.29983387, 0.0904788, 0.04584927]
[5.3, 5.3, 1., 1., 0., 0.];[5.17940246, 0.89460286, 5.09502957, 0.89808195, 0.36783859, 0.41178887];[0.93862807, 0.03068596, 0.03068596];[0.12059754, 4.40539714, 4.09502957, 0.10191805, 0.36783859, 0.41178887]
[5.4, 5.4, 1., 1., 0., 0.];[5.38013263, 0.98349493, 5.38367064, 1.01368281, 0.42483046, 0.45223386];[0.9975388, 0.0012306, 0.0012306];[0.01986737, 4.41650507, 4.38367064, 0.01368281, 0.42483046, 0.45223386]
[5.5, 5.5, 1., 1., 0., 0.];[5.48976642, 0.99293343, 5.49898596, 1.0235622, 0.43226347, 0.45980149];[9.99999727e-01, 1.36643637e-07, 1.36643637e-07];[0.01023358, 4.50706657, 4.49898596, 0.0235622, 0.43226347, 0.45980149]
[5.6, 5.6, 1., 1., 0., 0.];[5.32699393, 0.76712718, 5.06988367, 0.68160377, 0.06295342, 0.00576303];[0.70269121, 0.1486544, 0.1486544];[0.27300607, 4.83287282, 4.06988367, 0.31839623, 0.06295342, 0.00576303]
[5.7, 5.7, 1., 1., 0., 0.];[5.64406241, 0.95340163, 5.61060914, 0.9664647, 0.39519912, 0.42453973];[0.9786389, 0.01068055, 0.01068055];[0.05593759, 4.74659837, 4.61060914, 0.0335353, 0.39519912, 0.42453973]
[5.8, 5.8, 1., 1., 0., 0.];[5.78888079, 0.99369063, 5.79261151, 1.01787863, 0.42601215, 0.45043493];[9.99989822e-01, 5.08901203e-06, 5.08901203e-06];[0.01111921, 4.80630937, 4.79261151, 0.01787863, 0.42601215, 0.45043493]
[5.9, 5.9, 1., 1., 0., 0.];[5.69788115, 0.82137694, 5.56162069, 0.78388961, 0.18261273, 0.16601875];[0.84888268, 0.07555866, 0.07555866];[0.20211885, 5.07862306, 4.56162069, 0.21611039, 0.18261273, 0.16601875]
[6., 6., 1., 1., 0., 0.];[5.95323009, 0.96166439, 5.93187578, 0.97531073, 0.40097759, 0.4287186];[0.98520489, 0.00739755, 0.00739755];[0.04676991, 5.03833561, 4.93187578, 0.02468927, 0.40097759, 0.4287186]
[6.1, 6.1, 1., 1., 0., 0.];[6.09080159, 0.99594403, 6.09445979, 1.01678237, 0.42477756, 0.44801666];[9.99999450e-01, 2.74850767e-07, 2.74850767e-07];[0.00919841, 5.10405597, 5.09445979, 0.01678237, 0.42477756, 0.44801666]
[6.2, 6.2, 1., 1., 0., 0.];[5.97287646, 0.80668794, 5.7659322, 0.73788989, 0.12883927, 0.09595199];[0.78823268, 0.10588366, 0.10588366];[0.22712354, 5.39331206, 4.7659322, 0.26211011, 0.12883927, 0.09595199]
[6.3, 6.3, 1., 1., 0., 0.];[6.27629108, 0.98319153, 6.26649361, 0.99746344, 0.41062274, 0.43348193];[0.9947739, 0.00261305, 0.00261305];[2.37089189e-02, 5.31680847e+00, 5.26649361e+00, 2.53655631e-03, 4.10622744e-01, 4.33481934e-01]
[6.4, 6.4, 1., 1., 0., 0.];[6.3919524, 0.99744097, 6.39301071, 1.01462602, 0.42156108, 0.44297451];[9.99999996e-01, 1.80929352e-09, 1.80929352e-09];[0.0080476, 5.40255903, 5.39301071, 0.01462602, 0.42156108, 0.44297451]
[6.5, 6.5, 1., 1., 0., 0.];[6.28893709, 0.82225757, 6.081244, 0.7518724, 0.1441225, 0.11406816];[0.80100439, 0.09949781, 0.09949781];[0.21106291, 5.67774243, 5.081244, 0.2481276, 0.1441225, 0.11406816]
[6.6, 6.6, 1., 1., 0., 0.];[6.58548626, 0.99176134, 6.57908476, 1.00488452, 0.41307283, 0.43337195];[9.98030459e-01, 9.84770676e-04, 9.84770676e-04];[1.45137413e-02, 5.60823866e+00, 5.57908476e+00, 4.88452350e-03, 4.13072825e-01, 4.33371953e-01]
[6.7, 6.7, 1., 1., 0., 0.];[6.69332501, 0.99882791, 6.69220259, 1.01327944, 0.41875424, 0.43851897];[9.99999997e-01, 1.38476947e-09, 1.38476947e-09];[0.00667499, 5.70117209, 5.69220259, 0.01327944, 0.41875424, 0.43851897]
[6.8, 6.8, 1., 1., 0., 0.];[6.60540763, 0.83728568, 6.40043404, 0.76722852, 0.16111782, 0.13393165];[0.81525098, 0.09237451, 0.09237451];[0.19459237, 5.96271432, 5.40043404, 0.23277148, 0.16111782, 0.13393165]
[6.9, 6.9, 1., 1., 0., 0.];[6.8904195, 0.99623052, 6.88465882, 1.00798699, 0.41305241, 0.43150664];[9.99343350e-01, 3.28325133e-04, 3.28325133e-04];[0.0095805, 5.90376948, 5.88465882, 0.00798699, 0.41305241, 0.43150664]
[7., 7., 1., 1., 0., 0.];[6.99457022, 0.99985635, 6.99173966, 1.0123421, 0.41613868, 0.43442227];[9.99999723e-01, 1.38456181e-07, 1.38456181e-07];[5.42977838e-03, 6.00014365e+00, 5.99173966e+00, 1.23420991e-02, 4.16138681e-01, 4.34422271e-01]
[7.1, 7.1, 1., 1., 0., 0.];[6.92275934, 0.85228054, 6.72604079, 0.78514724, 0.18090368, 0.15711389];[0.83245122, 0.08377439, 0.08377439];[0.17724066, 6.24771946, 5.72604079, 0.21485276, 0.18090368, 0.15711389]
[7.2, 7.2, 1., 1., 0., 0.];[7.19308129, 0.99843303, 7.1870532, 1.00903513, 0.4118254, 0.42884983];[9.99810954e-01, 9.45231657e-05, 9.45231657e-05];[0.00691871, 6.20156697, 6.1870532, 0.00903513, 0.4118254, 0.42884983]
[7.3, 7.3, 1., 1., 0., 0.];[7.29494281, 0.99987813, 7.29075383, 1.01093543, 0.41301043, 0.42994192];[9.99799754e-01, 1.00122780e-04, 1.00122780e-04];[5.05718772e-03, 6.30012187e+00, 6.29075383e+00, 1.09354331e-02, 4.13010427e-01, 4.29941920e-01]
[7.4, 7.4, 1., 1., 0., 0.];[7.39630819, 1.00086415, 7.39366202, 1.01221064, 0.4139413, 0.43088735];[9.99850478e-01, 7.47609327e-05, 7.47609327e-05];[3.69181486e-03, 6.39913585e+00, 6.39366202e+00, 1.22106420e-02, 4.13941300e-01, 4.30887353e-01]
[7.5, 7.5, 1., 1., 0., 0.];[7.49549311, 0.99976121, 7.49347516, 1.01093108, 0.4125364, 0.42933992];[9.99263118e-01, 3.68440949e-04, 3.68440949e-04];[4.50689298e-03, 6.50023879e+00, 6.49347516e+00, 1.09310832e-02, 4.12536402e-01, 4.29339919e-01]
[7.6, 7.6, 1., 1., 0., 0.];[7.5982152, 1.00209625, 7.5981875, 1.01363551, 0.4150441, 0.43202302];[9.99999984e-01, 8.09024658e-09, 8.09024658e-09];[1.78480268e-03, 6.59790375e+00, 6.59818750e+00, 1.36355066e-02, 4.15044103e-01, 4.32023019e-01]
[7.7, 7.7, 1., 1., 0., 0.];[7.52639663, 0.86326739, 7.2192857, 0.75224067, 0.15149223, 0.10861751];[0.76117215, 0.11941393, 0.11941393];[0.17360337, 6.83673261, 6.2192857, 0.24775933, 0.15149223, 0.10861751]
[7.8, 7.8, 1., 1., 0., 0.];[7.79521949, 0.99963723, 7.78747798, 1.00768119, 0.40813706, 0.42307403];[9.99976366e-01, 1.18171130e-05, 1.18171130e-05];[4.78051446e-03, 6.80036277e+00, 6.78747798e+00, 7.68119266e-03, 4.08137058e-01, 4.23074026e-01]
[7.9, 7.9, 1., 1., 0., 0.];[7.83970984, 0.94820478, 7.78726477, 0.93787424, 0.34037849, 0.34645904];[0.9640245, 0.01798775, 0.01798775];[0.06029016, 6.95179522, 6.78726477, 0.06212576, 0.34037849, 0.34645904]
[8., 8., 1., 1., 0., 0.];[7.99685778, 1.00071992, 7.99129194, 1.00950472, 0.40871395, 0.42341314];[9.99999990e-01, 4.92889738e-09, 4.92889738e-09];[3.14221977e-03, 6.99928008e+00, 6.99129194e+00, 9.50471645e-03, 4.08713949e-01, 4.23413145e-01]
[8.1, 8.1, 1., 1., 0., 0.];[7.9752876, 0.89522415, 7.81700454, 0.84282879, 0.24558589, 0.23192919];[0.88570697, 0.05714652, 0.05714652];[0.1247124, 7.20477585, 6.81700454, 0.15717121, 0.24558589, 0.23192919]
[8.2, 8.2, 1., 1., 0., 0.];[8.19629686, 1.00002135, 8.18944786, 1.00815528, 0.40627137, 0.42013831];[9.99999244e-01, 3.77898418e-07, 3.77898418e-07];[3.70313857e-03, 7.19997865e+00, 7.18944786e+00, 8.15527865e-03, 4.06271374e-01, 4.20138314e-01]
[8.3, 8.3, 1., 1., 0., 0.];[8.20555146, 0.91990688, 8.09757513, 0.8874567, 0.28875867, 0.2841887];[0.92551081, 0.03724459, 0.03724459];[0.09444854, 7.38009312, 7.09757513, 0.1125433, 0.28875867, 0.2841887]
[8.4, 8.4, 1., 1., 0., 0.];[8.39674856, 1.00017439, 8.39033066, 1.00839471, 0.40537009, 0.41872145];[9.99999948e-01, 2.61705520e-08, 2.61705520e-08];[3.25144120e-03, 7.39982561e+00, 7.39033066e+00, 8.39470993e-03, 4.05370090e-01, 4.18721454e-01]
[8.5, 8.5, 1., 1., 0., 0.];[8.40855325, 0.92310289, 8.29877017, 0.89002139, 0.29010179, 0.28508826];[0.9259628, 0.0370186, 0.0370186];[0.09144675, 7.57689711, 7.29877017, 0.10997861, 0.29010179, 0.28508826]
[8.6, 8.6, 1., 1., 0., 0.];[8.59697655, 1.00015207, 8.59083736, 1.00836866, 0.40429193, 0.41713001];[9.99999986e-01, 7.08436535e-09, 7.08436535e-09];[3.02344571e-03, 7.59984793e+00, 7.59083736e+00, 8.36866447e-03, 4.04291931e-01, 4.17130013e-01]
[8.7, 8.7, 1., 1., 0., 0.];[8.61533854, 0.92906273, 8.51117971, 0.8982364, 0.29737531, 0.29319955];[0.93154041, 0.03422979, 0.03422979];[0.08466146, 7.77093727, 7.51117971, 0.1017636, 0.29737531, 0.29319955]
[8.8, 8.8, 1., 1., 0., 0.];[8.79716627, 1.00011324, 8.79138642, 1.00833274, 0.40327361, 0.41563956];[9.99999997e-01, 1.26855314e-09, 1.26855314e-09];[2.83373225e-03, 7.79988676e+00, 7.79138642e+00, 8.33274360e-03, 4.03273612e-01, 4.15639558e-01]
[8.9, 8.9, 1., 1., 0., 0.];[8.82098458, 0.93397915, 8.72105153, 0.90481466, 0.30324254, 0.29963571];[0.93587012, 0.03206494, 0.03206494];[0.07901542, 7.96602085, 7.72105153, 0.09518534, 0.30324254, 0.29963571]
[9., 9., 1., 1., 0., 0.];[8.99730268, 1.00004819, 8.99190146, 1.00824881, 0.40227878, 0.41420393];[1.00000000e+00, 2.20813269e-10, 2.20813269e-10];[2.69732383e-03, 7.99995181e+00, 7.99190146e+00, 8.24880767e-03, 4.02278782e-01, 4.14203931e-01]
[9.1, 9.1, 1., 1., 0., 0.];[9.0262272, 0.9384897, 8.93039489, 0.91089393, 0.30876057, 0.30568278];[0.93989971, 0.03005014, 0.03005014];[0.0737728, 8.1615103, 7.93039489, 0.08910607, 0.30876057, 0.30568278]
[9.2, 9.2, 1., 1., 0., 0.];[9.19740242, 0.99997235, 9.19238553, 1.00812735, 0.40131478, 0.41282798];[1.00000000e+00, 3.52685686e-11, 3.52685686e-11];[2.59758487e-03, 8.20002765e+00, 8.19238553e+00, 8.12734575e-03, 4.01314775e-01, 4.12827979e-01]
[9.3, 9.3, 1., 1., 0., 0.];[9.23111834, 0.94267219, 9.13928725, 0.91656388, 0.31396181, 0.31138252];[0.94367334, 0.02816333, 0.02816333];[0.06888166, 8.35732781, 8.13928725, 0.08343612, 0.31396181, 0.31138252]
[9.4, 9.4, 1., 1., 0., 0.];[9.39747843, 0.99989637, 9.39284184, 1.00797698, 0.40038674, 0.41151475];[1.00000000e+00, 5.16846293e-12, 5.16846293e-12];[2.52156862e-03, 8.40010363e+00, 8.39284184e+00, 7.97697941e-03, 4.00386743e-01, 4.11514749e-01]
[9.5, 9.5, 1., 1., 0., 0.];[9.43568967, 0.94657071, 9.34775714, 0.92187034, 0.31885645, 0.31674849];[0.94721176, 0.02639412, 0.02639412];[0.06431033, 8.55342929, 8.34775714, 0.07812966, 0.31885645, 0.31674849]
[9.6, 9.6, 1., 1., 0., 0.];[9.59754009, 0.99982681, 9.59327245, 1.00780413, 0.39949743, 0.4102651];[1.00000000e+00, 6.96515452e-13, 6.96515452e-13];[2.45990513e-03, 8.60017319e+00, 8.59327245e+00, 7.80413080e-03, 3.99497434e-01, 4.10265098e-01]
[9.7, 9.7, 1., 1., 0., 0.];[9.63996577, 0.950214, 9.55582129, 0.92684278, 0.32345245, 0.32179042];[0.95052988, 0.02473506, 0.02473506];[0.06003423, 8.749786, 8.55582129, 0.07315722, 0.32345245, 0.32179042]
[9.8, 9.8, 1., 1., 0., 0.];[9.79759402, 0.99976735, 9.7936786, 1.00761365, 0.39864788, 0.40907833];[1.000000e+00, 8.660853e-14, 8.660853e-14];[2.40598178e-03, 8.80023265e+00, 8.79367860e+00, 7.61364582e-03, 3.98647880e-01, 4.09078326e-01]
[9.9, 9.9, 1., 1., 0., 0.];[9.84396885, 0.95362389, 9.7634972, 0.93150549, 0.32776122, 0.32652131];[0.95364223, 0.02317889, 0.02317889];[0.05603115, 8.94637611, 8.7634972, 0.06849451, 0.32776122, 0.32652131]
[10., 10., 1., 1., 0., 0.];[9.9976448, 0.99971967, 9.99406119, 1.00740938, 0.39783805, 0.40795282];[1.00000000e+00, 9.97491128e-15, 9.97491128e-15];[2.35519621e-03, 9.00028033e+00, 8.99406119e+00, 7.40938384e-03, 3.97838047e-01, 4.07952820e-01]
[10.1, 10.1, 1., 1., 0., 0.];[10.04771921, 0.95681825, 9.97080364, 0.93588021, 0.33179671, 0.33095666];[0.95656303, 0.02171848, 0.02171848];[0.05228079, 9.14318175, 8.97080364, 0.06411979, 0.33179671, 0.33095666]
