measurement_data;state_data;mode_probabilities;state_errors
[-0.58038686, -0.08143409, 0.81434089, -0.05803869, 0.00580387, -0.00814341];[-0.58292215, -0.08686723, 0.81754694, -0.05214732, -0.00355462, -0.0090224];[0.71608627, 0.14195686, 0.14195686];[0.00253529, 0.00543314, 0.00320605, 0.00589137, 0.00935849, 0.00087899]
[-0.58850112, -0.08084964, 0.8084964, -0.05885011, 0.00588501, -0.00808496];[-0.59107328, -0.08633953, 0.81169341, -0.05298839, -0.0035022, -0.00897359];[0.71725105, 0.14137447, 0.14137447];[0.00257216, 0.00548989, 0.00319701, 0.00586172, 0.00938721, 0.00088863]
[-0.59655652, -0.08025711, 0.80257107, -0.05965565, 0.00596557, -0.00802571];[-0.59916529, -0.08580331, 0.80575869, -0.05382424, -0.00344983, -0.00892397];[0.71841873, 0.14079063, 0.14079063];[0.00260877, 0.0055462, 0.00318762, 0.00583141, 0.0094154, 0.00089826]
[-0.60455227, -0.07965655, 0.79656547, -0.06045523, 0.00604552, -0.00796565];[-0.60719739, -0.08525863, 0.79974335, -0.0546548, -0.00339749, -0.00887355];[0.71958859, 0.1402057, 0.1402057];[0.00264512, 0.00560208, 0.00317788, 0.00580043, 0.00944301, 0.0009079]
[-0.61248757, -0.07904802, 0.79048022, -0.06124876, 0.00612488, -0.0079048];[-0.61516876, -0.08470554, 0.79364799, -0.05548, -0.00334519, -0.00882234];[0.72075992, 0.13962004, 0.13962004];[0.00268119, 0.00565752, 0.00316777, 0.00576876, 0.00947007, 0.00091754]
[-0.62036161, -0.07843159, 0.78431593, -0.06203616, 0.00620362, -0.00784316];[-0.62307862, -0.08414411, 0.78747322, -0.05629976, -0.00329294, -0.00877033];[0.72193201, 0.13903399, 0.13903399];[0.00271701, 0.00571252, 0.00315729, 0.0057364, 0.00949656, 0.00092717]
[-0.62817362, -0.07780732, 0.7780732, -0.06281736, 0.00628174, -0.00778073];[-0.63092618, -0.08357439, 0.78121965, -0.057114, -0.00324073, -0.00871754];[0.7231042, 0.1384479, 0.1384479];[0.00275256, 0.00576707, 0.00314645, 0.00570336, 0.00952247, 0.00093681]
[-0.63592282, -0.07717527, 0.77175266, -0.06359228, 0.00635923, -0.00771753];[-0.63871067, -0.08299645, 0.77488791, -0.05792265, -0.00318858, -0.00866398];[0.72427581, 0.1378621, 0.1378621];[0.00278785, 0.00582118, 0.00313525, 0.00566963, 0.00954781, 0.00094645]
[-0.64360842, -0.0765355, 0.76535495, -0.06436084, 0.00643608, -0.00765355];[-0.64643129, -0.08241035, 0.76847862, -0.05872563, -0.00313648, -0.00860965];[0.72544618, 0.13727691, 0.13727691];[0.00282287, 0.00587485, 0.00312367, 0.00563521, 0.00957256, 0.0009561]
[-0.65122966, -0.07588807, 0.75888071, -0.06512297, 0.0065123, -0.00758881];[-0.6540873, -0.08181615, 0.76199241, -0.05952287, -0.00308443, -0.00855455];[0.72661469, 0.13669265, 0.13669265];[0.00285764, 0.00592808, 0.0031117, 0.0056001, 0.00959673, 0.00096574]
[-0.65878578, -0.07523306, 0.75233058, -0.06587858, 0.00658786, -0.00752331];[-0.66167792, -0.08121392, 0.75542994, -0.0603143, -0.00303244, -0.0084987];[0.72778071, 0.13610964, 0.13610964];[0.00289214, 0.00598086, 0.00309936, 0.00556428, 0.0096203, 0.00097539]
[-0.66627602, -0.07457052, 0.74570521, -0.0666276, 0.00666276, -0.00745705];[-0.6692024, -0.08060371, 0.74879185, -0.06109983, -0.00298052, -0.0084421];[0.72894364, 0.13552818, 0.13552818];[0.00292638, 0.00603319, 0.00308664, 0.00552777, 0.00964328, 0.00098505]
[-0.67369964, -0.07390053, 0.73900528, -0.06736996, 0.006737, -0.00739005];[-0.67665999, -0.07998561, 0.7420788, -0.0618794, -0.00292865, -0.00838476];[0.73010288, 0.13494856, 0.13494856];[0.00296035, 0.00608508, 0.00307352, 0.00549056, 0.00966565, 0.00099471]
[-0.68105588, -0.07322314, 0.73223144, -0.06810559, 0.00681056, -0.00732231];[-0.68404996, -0.07935966, 0.73529147, -0.06265292, -0.00287685, -0.00832668];[0.73125788, 0.13437106, 0.13437106];[0.00299408, 0.00613652, 0.00306003, 0.00545267, 0.00968741, 0.00100437]
[-0.68834402, -0.07253844, 0.72538439, -0.0688344, 0.00688344, -0.00725384];[-0.69137155, -0.07872594, 0.72843052, -0.06342034, -0.00282512, -0.00826786];[0.73240806, 0.13379597, 0.13379597];[0.00302753, 0.0061875, 0.00304613, 0.00541406, 0.00970856, 0.00101402]
[-0.69556333, -0.07184648, 0.71846479, -0.06955633, 0.00695563, -0.00718465];[-0.69862405, -0.07808451, 0.72149665, -0.06418157, -0.00277346, -0.00820833];[0.73355291, 0.13322355, 0.13322355];[0.00306072, 0.00623803, 0.00303186, 0.00537476, 0.00972909, 0.00102368]
[-0.70271308, -0.07114734, 0.71147335, -0.07027131, 0.00702713, -0.00711473];[-0.70580674, -0.07743544, 0.71449053, -0.06493654, -0.00272187, -0.00814808];[0.73469189, 0.13265406, 0.13265406];[0.00309366, 0.0062881, 0.00301718, 0.00533477, 0.009749, 0.00103335]
[-0.70979256, -0.07044108, 0.70441077, -0.07097926, 0.00709793, -0.00704411];[-0.71291889, -0.07677879, 0.70741288, -0.06568518, -0.00267036, -0.00808711];[0.73582451, 0.13208775, 0.13208775];[0.00312633, 0.00633771, 0.00300211, 0.00529408, 0.00976829, 0.001043]
[-0.71680106, -0.06972777, 0.69727774, -0.07168011, 0.00716801, -0.00697278];[-0.7199598, -0.07611464, 0.70026438, -0.06642742, -0.00261893, -0.00802544];[0.73695028, 0.13152486, 0.13152486];[0.00315874, 0.00638687, 0.00298664, 0.00525269, 0.00978694, 0.00105266]
[-0.72373788, -0.0690075, 0.69007498, -0.07237379, 0.00723738, -0.00690075];[-0.72692877, -0.07544304, 0.69304576, -0.06716318, -0.00256757, -0.00796308];[0.73806873, 0.13096564, 0.13096564];[0.00319089, 0.00643554, 0.00297078, 0.00521061, 0.00980495, 0.00106233]
[-0.73060233, -0.06828032, 0.68280322, -0.07306023, 0.00730602, -0.00682803];[-0.7338251, -0.07476408, 0.68575773, -0.0678924, -0.00251629, -0.00790002];[0.73917942, 0.13041029, 0.13041029];[0.00322277, 0.00648376, 0.00295451, 0.00516783, 0.00982231, 0.00107199]
[-0.73739372, -0.06754632, 0.67546318, -0.07373937, 0.00737394, -0.00675463];[-0.74064811, -0.07407782, 0.67840103, -0.06861499, -0.0024651, -0.00783627];[0.74028191, 0.12985904, 0.12985904];[0.00325439, 0.0065315, 0.00293785, 0.00512438, 0.00983904, 0.00108164]
[-0.74411137, -0.06680556, 0.66805559, -0.07441114, 0.00744111, -0.00668056];[-0.74739712, -0.07338433, 0.67097638, -0.0693309, -0.00241399, -0.00777185];[0.74137579, 0.1293121, 0.1293121];[0.00328575, 0.00657877, 0.00292079, 0.00508024, 0.0098551, 0.00109129]
[-0.7507546, -0.06605812, 0.6605812, -0.07507546, 0.00750755, -0.00660581];[-0.75407145, -0.07268368, 0.66348452, -0.07004006, -0.00236298, -0.00770675];[0.74246066, 0.12876967, 0.12876967];[0.00331685, 0.00662556, 0.00290332, 0.0050354, 0.00987053, 0.00110094]
[-0.75732277, -0.06530408, 0.65304075, -0.07573228, 0.00757323, -0.00653041];[-0.76067043, -0.07197595, 0.65592621, -0.07074238, -0.00231205, -0.00764098];[0.74353614, 0.12823193, 0.12823193];[0.00334766, 0.00667187, 0.00288546, 0.0049899, 0.00988528, 0.00111057]
[-0.7638152, -0.0645435, 0.645435, -0.07638152, 0.00763815, -0.00645435];[-0.76719343, -0.07126119, 0.64830219, -0.07143781, -0.00226121, -0.00757456];[0.74460185, 0.12769907, 0.12769907];[0.00337823, 0.00671769, 0.00286719, 0.00494371, 0.00989936, 0.00112021]
[-0.77023125, -0.06377647, 0.6377647, -0.07702313, 0.00770231, -0.00637765];[-0.77363977, -0.07053949, 0.64061323, -0.07212627, -0.00221047, -0.00750747];[0.74565747, 0.12717127, 0.12717127];[0.00340852, 0.00676302, 0.00284853, 0.00489686, 0.00991278, 0.00112982]
[-0.77657028, -0.06300306, 0.63003063, -0.07765703, 0.0077657, -0.00630031];[-0.78000882, -0.06981092, 0.6328601, -0.07280769, -0.00215983, -0.00743974];[0.74670264, 0.12664868, 0.12664868];[0.00343854, 0.00680786, 0.00282947, 0.00484934, 0.00992553, 0.00113943]
[-0.78283166, -0.06222336, 0.62223356, -0.07828317, 0.00782832, -0.00622234];[-0.78629994, -0.06907555, 0.62504357, -0.07348202, -0.00210929, -0.00737137];[0.74773705, 0.12613147, 0.12613147];[0.00346828, 0.00685219, 0.00281001, 0.00480115, 0.00993761, 0.00114903]
[-0.78901475, -0.06143743, 0.61437426, -0.07890147, 0.00789015, -0.00614374];[-0.79251251, -0.06833346, 0.61716441, -0.07414917, -0.00205884, -0.00730236];[0.74876041, 0.1256198, 0.1256198];[0.00349776, 0.00689603, 0.00279015, 0.0047523, 0.00994899, 0.00115862]
[-0.79511894, -0.06064535, 0.60645352, -0.07951189, 0.00795119, -0.00606454];[-0.7986459, -0.06758472, 0.60922342, -0.07480909, -0.0020085, -0.00723272];[0.74977242, 0.12511379, 0.12511379];[0.00352696, 0.00693937, 0.0027699, 0.0047028, 0.00995969, 0.00116818]
[-0.80114362, -0.05984721, 0.59847214, -0.08011436, 0.00801144, -0.00598472];[-0.80469951, -0.06682939, 0.60122139, -0.07546171, -0.00195827, -0.00716246];[0.7507728, 0.1246136, 0.1246136];[0.00355589, 0.00698218, 0.00274925, 0.00465265, 0.00996971, 0.00117774]
[-0.80708818, -0.05904309, 0.59043092, -0.08070882, 0.00807088, -0.00590431];[-0.81067273, -0.06606757, 0.59315912, -0.07610695, -0.00190814, -0.00709158];[0.75176131, 0.12411934, 0.12411934];[0.00358455, 0.00702448, 0.0027282, 0.00460187, 0.00997902, 0.00118727]
[-0.81295204, -0.05823306, 0.58233065, -0.0812952, 0.00812952, -0.00582331];[-0.81656496, -0.06529933, 0.58503742, -0.07674477, -0.00185812, -0.00702009];[0.7527377, 0.12363115, 0.12363115];[0.00361292, 0.00706627, 0.00270677, 0.00455043, 0.00998764, 0.00119678]
[-0.8187346, -0.05741721, 0.57417215, -0.08187346, 0.00818735, -0.00574172];[-0.82237562, -0.06452473, 0.5768571, -0.07737508, -0.00180822, -0.00694799];[0.75370173, 0.12314913, 0.12314913];[0.00364102, 0.00710752, 0.00268495, 0.00449838, 0.00999557, 0.00120627]
[-0.82443529, -0.05659562, 0.56595623, -0.08244353, 0.00824435, -0.00565956];[-0.82810412, -0.06374386, 0.56861896, -0.07799783, -0.00175842, -0.00687529];[0.75465319, 0.1226734, 0.1226734];[0.00366883, 0.00714824, 0.00266273, 0.0044457, 0.01000277, 0.00121573]
[-0.83005354, -0.05576837, 0.55768372, -0.08300535, 0.00830054, -0.00557684];[-0.8337499, -0.0629568, 0.56032385, -0.07861296, -0.00170875, -0.00680199];[0.75559188, 0.12220406, 0.12220406];[0.00369636, 0.00718843, 0.00264013, 0.00439239, 0.01000929, 0.00122515]
[-0.83558878, -0.05493554, 0.54935544, -0.08355888, 0.00835589, -0.00549355];[-0.83931239, -0.06216362, 0.55197259, -0.0792204, -0.00165919, -0.00672811];[0.75651759, 0.12174121, 0.12174121];[0.00372361, 0.00722808, 0.00261715, 0.00433848, 0.01001508, 0.00123456]
[-0.84104046, -0.05409722, 0.54097222, -0.08410405, 0.0084104, -0.00540972];[-0.84479102, -0.0613644, 0.54356601, -0.07982009, -0.00160975, -0.00665365];[0.75743014, 0.12128493, 0.12128493];[0.00375056, 0.00726718, 0.00259379, 0.00428396, 0.01002015, 0.00124393]
[-0.84640804, -0.05325349, 0.53253491, -0.0846408, 0.00846408, -0.00532535];[-0.85018527, -0.06055922, 0.53510495, -0.08041196, -0.00156043, -0.00657861];[0.75832937, 0.12083531, 0.12083531];[0.00377723, 0.00730573, 0.00257004, 0.00422884, 0.01002451, 0.00125326]
[-0.85169098, -0.05240443, 0.52404434, -0.0851691, 0.00851691, -0.00524044];[-0.85549459, -0.05974816, 0.52659027, -0.08099597, -0.00151124, -0.006503];[0.75921512, 0.12039244, 0.12039244];[0.00380361, 0.00734373, 0.00254593, 0.00417313, 0.01002815, 0.00126256]
[-0.85688875, -0.05155014, 0.51550137, -0.08568888, 0.00856889, -0.00515501];[-0.86071844, -0.0589313, 0.51802281, -0.08157204, -0.00146217, -0.00642683];[0.76008723, 0.11995638, 0.11995638];[0.00382969, 0.00738116, 0.00252144, 0.00411684, 0.01003106, 0.00127182]
[-0.86200084, -0.05069069, 0.50690685, -0.08620008, 0.00862001, -0.00506907];[-0.8658563, -0.05810872, 0.50940343, -0.08214012, -0.00141323, -0.00635009];[0.76094557, 0.11952721, 0.11952721];[0.00385546, 0.00741803, 0.00249658, 0.00405996, 0.01003324, 0.00128102]
[-0.86702672, -0.04982616, 0.49826164, -0.08670267, 0.00867027, -0.00498262];[-0.87090767, -0.0572805, 0.50073299, -0.08270014, -0.00136442, -0.00627281];[0.76179001, 0.11910499, 0.11910499];[0.00388095, 0.00745434, 0.00247135, 0.00400253, 0.01003469, 0.00129019]
[-0.8719659, -0.04895666, 0.48956661, -0.08719659, 0.00871966, -0.00489567];[-0.87587204, -0.05644672, 0.49201236, -0.08325206, -0.00131574, -0.00619498];[0.76262043, 0.11868978, 0.11868978];[0.00390614, 0.00749006, 0.00244575, 0.00394453, 0.0100354, 0.00129931]
[-0.87681789, -0.04808226, 0.48082261, -0.08768179, 0.00876818, -0.00480823];[-0.8807489, -0.05560747, 0.48324242, -0.08379581, -0.0012672, -0.00611661];[0.76343672, 0.11828164, 0.11828164];[0.00393101, 0.00752521, 0.00241981, 0.00388598, 0.01003538, 0.00130838]
[-0.8815822, -0.04720305, 0.47203054, -0.08815822, 0.00881582, -0.00472031];[-0.88553778, -0.05476282, 0.47442403, -0.08433133, -0.00121879, -0.0060377];[0.76423877, 0.11788062, 0.11788062];[0.00395558, 0.00755977, 0.00239349, 0.00382689, 0.01003461, 0.00131739]
[-0.88625834, -0.04631913, 0.46319126, -0.08862583, 0.00886258, -0.00463191];[-0.89023819, -0.05391285, 0.4655581, -0.08485858, -0.00117052, -0.00595827];[0.76502649, 0.11748675, 0.11748675];[0.00397985, 0.00759372, 0.00236684, 0.00376725, 0.0100331, 0.00132636]
[-0.89084587, -0.04543057, 0.45430567, -0.08908459, 0.00890846, -0.00454306];[-0.89484967, -0.05305766, 0.45664549, -0.08537749, -0.00112239, -0.00587831];[0.7657998, 0.1171001, 0.1171001];[0.0040038, 0.00762709, 0.00233982, 0.0037071, 0.01003085, 0.00133525]
[-0.89534431, -0.04453746, 0.44537464, -0.08953443, 0.00895344, -0.00445375];[-0.89937175, -0.05219733, 0.44768711, -0.08588801, -0.00107441, -0.00579784];[0.76655861, 0.1167207, 0.1167207];[0.00402744, 0.00765987, 0.00231247, 0.00364642, 0.01002785, 0.00134409]
[-0.89975321, -0.04363991, 0.43639908, -0.08997532, 0.00899753, -0.00436399];[-0.90380398, -0.05133193, 0.43868385, -0.08639009, -0.00102657, -0.00571685];[0.76730285, 0.11634857, 0.11634857];[0.00405077, 0.00769202, 0.00228477, 0.00358523, 0.0100241, 0.00135286]
[-0.90407214, -0.04273799, 0.42737988, -0.09040721, 0.00904072, -0.0042738];[-0.90814591, -0.05046156, 0.42963662, -0.08688367, -0.00097887, -0.00563536];[0.76803247, 0.11598377, 0.11598377];[0.00407377, 0.00772357, 0.00225674, 0.00352354, 0.01001959, 0.00136156]
[-0.90830067, -0.04183179, 0.41831794, -0.09083007, 0.00908301, -0.00418318];[-0.91239712, -0.0495863, 0.42054631, -0.0873687, -0.00093132, -0.00555337];[0.76874739, 0.11562631, 0.11562631];[0.00409645, 0.00775451, 0.00222837, 0.00346137, 0.01001433, 0.00137019]
[-0.91243836, -0.04092142, 0.40921417, -0.09124384, 0.00912438, -0.00409214];[-9.16557174e-01, -4.87062306e-02, 4.11413845e-01, -8.78451418e-02, -8.83920644e-04, -5.47088124e-03];[0.76944757, 0.11527622, 0.11527622];[0.00411881, 0.00778481, 0.00219967, 0.0033987, 0.0100083, 0.00137874]
[-0.91648481, -0.04000695, 0.40006948, -0.09164848, 0.00916485, -0.00400069];[-9.20625658e-01, -4.78214432e-02, 4.02240134e-01, -8.83129288e-02, -8.36673719e-04, -5.38790779e-03];[0.77013295, 0.11493353, 0.11493353];[0.00414085, 0.00781449, 0.00217065, 0.00333555, 0.01000152, 0.00138722]
[-0.92043962, -0.03908848, 0.39088478, -0.09204396, 0.0092044, -0.00390885];[-9.24602165e-01, -4.69320232e-02, 3.93026096e-01, -8.87720171e-02, -7.89580700e-04, -5.30445291e-03];[0.7708035, 0.11459825, 0.11459825];[0.00416254, 0.00784354, 0.00214132, 0.00327194, 0.00999398, 0.0013956]
[-0.92430238, -0.0381661, 0.38166099, -0.09243024, 0.00924302, -0.00381661];[-9.28486296e-01, -4.60380568e-02, 3.83772655e-01, -8.92223583e-02, -7.42643524e-04, -5.22052164e-03];[0.77145918, 0.11427041, 0.11427041];[0.00418392, 0.00787196, 0.00211167, 0.00320788, 0.00998566, 0.00140391]
[-0.92807271, -0.0372399, 0.37239904, -0.09280727, 0.00928073, -0.00372399];[-9.32277663e-01, -4.51396313e-02, 3.74480738e-01, -8.96639036e-02, -6.95864061e-04, -5.13611980e-03];[0.77209996, 0.11395002, 0.11395002];[0.00420495, 0.00789973, 0.0020817, 0.00314337, 0.00997659, 0.00141213]
[-0.93175024, -0.03630998, 0.36309985, -0.09317502, 0.0093175, -0.003631];[-9.35975887e-01, -4.42368350e-02, 3.65151275e-01, -9.00966062e-02, -6.49244302e-04, -5.05125355e-03];[0.7727258, 0.1136371, 0.1136371];[0.00422565, 0.00792686, 0.00205143, 0.00307841, 0.00996674, 0.00142025]
[-0.93533459, -0.03537643, 0.35376435, -0.09353346, 0.00935335, -0.00353764];[-9.39580596e-01, -4.33297558e-02, 3.55785202e-01, -9.05204204e-02, -6.02786087e-04, -4.96592821e-03];[0.77333669, 0.11333165, 0.11333165];[0.00424601, 0.00795333, 0.00202085, 0.00301304, 0.00995614, 0.00142829]
[-0.9388254, -0.03443935, 0.34439347, -0.09388254, 0.00938825, -0.00344393];[-9.43091430e-01, -4.24184826e-02, 3.46383456e-01, -9.09353006e-02, -5.56491401e-04, -4.88014997e-03];[0.77393261, 0.1130337, 0.1130337];[0.00426603, 0.00797913, 0.00198999, 0.00294724, 0.00994474, 0.00143622]
[-0.94222234, -0.03349882, 0.33498815, -0.09422223, 0.00942222, -0.00334988];[-9.46508037e-01, -4.15031043e-02, 3.36946979e-01, -9.13412021e-02, -5.10362117e-04, -4.79392500e-03];[0.77451354, 0.11274323, 0.11274323];[0.0042857, 0.00800428, 0.00195883, 0.00288103, 0.00993258, 0.00144404]
[-0.94552506, -0.03255493, 0.32554933, -0.09455251, 0.00945525, -0.00325549];[-9.49830074e-01, -4.05837097e-02, 3.27476717e-01, -9.17380825e-02, -4.64400091e-04, -4.70725885e-03];[0.77507946, 0.11246027, 0.11246027];[0.00430501, 0.00802878, 0.00192739, 0.00281443, 0.00991965, 0.00145177]
[-0.94873322, -0.0316078, 0.31607796, -0.09487332, 0.00948733, -0.00316078];[-9.53057210e-01, -3.96603894e-02, 3.17973618e-01, -9.21258977e-02, -4.18607243e-04, -4.62015767e-03];[0.77563038, 0.11218481, 0.11218481];[0.00432399, 0.00805259, 0.00189566, 0.00274742, 0.00990594, 0.00145938]
[-0.95184651, -0.0306575, 0.30657499, -0.09518465, 0.00951847, -0.00306575];[-9.56189119e-01, -3.87332328e-02, 3.08438637e-01, -9.25046061e-02, -3.72985385e-04, -4.53262706e-03];[0.77616628, 0.11191686, 0.11191686];[0.00434261, 0.00807573, 0.00186365, 0.00268004, 0.00989146, 0.00146688]
[-0.95486462, -0.02970414, 0.29704135, -0.09548646, 0.00954865, -0.00297041];[-9.59225490e-01, -3.78023312e-02, 2.98872727e-01, -9.28741673e-02, -3.27536404e-04, -4.44467269e-03];[0.77668716, 0.11165642, 0.11165642];[0.00436087, 0.00809819, 0.00183138, 0.00261229, 0.00987619, 0.00147426]
[-0.95778724, -0.0287478, 0.28747801, -0.09577872, 0.00957787, -0.00287478];[-9.62166016e-01, -3.68677745e-02, 2.89276847e-01, -9.32345411e-02, -2.82262193e-04, -4.35630110e-03];[0.77719302, 0.11140349, 0.11140349];[0.00437878, 0.00811997, 0.00179884, 0.00254418, 0.00986013, 0.00148152]
[-0.96061408, -0.02778859, 0.27788593, -0.09606141, 0.00960614, -0.00277886];[-9.65010402e-01, -3.59296544e-02, 2.79651959e-01, -9.35856888e-02, -2.37164553e-04, -4.26751802e-03];[0.77768386, 0.11115807, 0.11115807];[0.00439632, 0.00814106, 0.00176603, 0.00247572, 0.0098433, 0.00148866]
[-0.96334486, -0.02682661, 0.26826605, -0.09633449, 0.00963345, -0.00268266];[-9.67758365e-01, -3.49880631e-02, 2.69999026e-01, -9.39275722e-02, -1.92245308e-04, -4.17832918e-03];[0.77815969, 0.11092016, 0.11092016];[0.00441351, 0.00816145, 0.00173298, 0.00240692, 0.0098257, 0.00149567]
[-0.96597931, -0.02586193, 0.25861935, -0.09659793, 0.00965979, -0.00258619];[-9.70409628e-01, -3.40430915e-02, 2.60319018e-01, -9.42601534e-02, -1.47506283e-04, -4.08874034e-03];[0.7786205, 0.11068975, 0.11068975];[0.00443032, 0.00818116, 0.00169967, 0.00233778, 0.0098073, 0.00150255]
[-0.96851716, -0.02489468, 0.24894679, -0.09685172, 0.00968517, -0.00248947];[-9.72963926e-01, -3.30948331e-02, 2.50612903e-01, -9.45833969e-02, -1.02949316e-04, -3.99875837e-03];[0.77906632, 0.11046684, 0.11046684];[0.00444677, 0.00820015, 0.00166611, 0.00226832, 0.00978812, 0.00150929]
[-0.97095817, -0.02392493, 0.23924933, -0.09709582, 0.00970958, -0.00239249];[-9.75421002e-01, -3.21433802e-02, 2.40881653e-01, -9.48972670e-02, -5.85761551e-05, -3.90838821e-03];[0.77949715, 0.11025142, 0.11025142];[0.00446283, 0.00821845, 0.00163232, 0.00219855, 0.00976816, 0.0015159]
[-0.97330207, -0.02295279, 0.22952795, -0.09733021, 0.00973302, -0.00229528];[-9.77780609e-01, -3.11888252e-02, 2.31126246e-01, -9.52017293e-02, -1.43886244e-05, -3.81763672e-03];[0.779913, 0.1100435, 0.1100435];[0.00447854, 0.00823604, 0.0015983, 0.00212848, 0.00974741, 0.00152236]
[-0.97554865, -0.02197836, 0.21978361, -0.09755486, 0.00975549, -0.00219784];[-9.80042512e-01, -3.02312623e-02, 2.21347657e-01, -9.54967498e-02, 2.96115165e-05, -3.72650974e-03];[0.78031388, 0.10984306, 0.10984306];[0.00449386, 0.0082529, 0.00156405, 0.00205811, 0.00972588, 0.00152867]
[-0.97769767, -0.02100173, 0.2100173, -0.09776977, 0.00977698, -0.00210017];[-9.82206483e-01, -2.92707847e-02, 2.11546867e-01, -9.57822971e-02, 7.34225148e-05, -3.63501275e-03];[0.78069981, 0.10965009, 0.10965009];[0.00450881, 0.00826905, 0.00152957, 0.00198747, 0.00970356, 0.00153484]
[-0.97974892, -0.020023, 0.20022998, -0.09797489, 0.00979749, -0.0020023];[-9.84272304e-01, -2.83074863e-02, 2.01724858e-01, -9.60583389e-02, 1.17042571e-04, -3.54315257e-03];[0.78107081, 0.1094646, 0.1094646];[0.00452338, 0.00828449, 0.00149488, 0.00191655, 0.00968045, 0.00154085]
[-0.9817022, -0.01904226, 0.19042265, -0.09817022, 0.00981702, -0.00190423];[-9.86239768e-01, -2.73414607e-02, 1.91882616e-01, -9.63248446e-02, 1.60469942e-04, -3.45093537e-03];[0.78142688, 0.10928656, 0.10928656];[0.00453757, 0.0082992, 0.00145997, 0.00184538, 0.00965655, 0.00154671]
[-0.98355731, -0.01805963, 0.18059627, -0.09835573, 0.00983557, -0.00180596];[-9.88108678e-01, -2.63728037e-02, 1.82021125e-01, -9.65817846e-02, 2.03702930e-04, -3.35836647e-03];[0.78176805, 0.10911598, 0.10911598];[0.00455137, 0.00831317, 0.00142485, 0.00177395, 0.00963187, 0.00155241]
[-0.98531407, -0.01707518, 0.17075183, -0.09853141, 0.00985314, -0.00170752];[-9.89878845e-01, -2.54016090e-02, 1.72141374e-01, -9.68291307e-02, 2.46739789e-04, -3.26545306e-03];[0.78209433, 0.10895284, 0.10895284];[0.00456478, 0.00832643, 0.00138954, 0.00170228, 0.0096064, 0.00155793]
[-0.98697229, -0.01608903, 0.16089031, -0.09869723, 0.00986972, -0.0016089];[-9.91550093e-01, -2.44279719e-02, 1.62244352e-01, -9.70668549e-02, 2.89578828e-04, -3.17220044e-03];[0.78240574, 0.10879713, 0.10879713];[0.0045778, 0.00833894, 0.00135404, 0.00163038, 0.00958014, 0.0015633]
[-0.98853182, -0.01510127, 0.15101271, -0.09885318, 0.00988532, -0.00151013];[-9.93122253e-01, -2.34519877e-02, 1.52331054e-01, -9.72949300e-02, 3.32218331e-04, -3.07861578e-03];[0.7827023, 0.10864885, 0.10864885];[0.00459043, 0.00835072, 0.00131834, 0.00155825, 0.0095531, 0.00156849]
[-0.9899925, -0.014112, 0.14112001, -0.09899925, 0.00989992, -0.0014112];[-9.94595167e-01, -2.24737522e-02, 1.42402471e-01, -9.75133306e-02, 3.74656598e-04, -2.98470467e-03];[0.78298404, 0.10850798, 0.10850798];[0.00460267, 0.00836175, 0.00128246, 0.00148592, 0.00952526, 0.0015735]
[-0.99135417, -0.01312132, 0.13121319, -0.09913542, 0.00991354, -0.00131213];[-9.95968686e-01, -2.14933606e-02, 1.32459598e-01, -9.77220322e-02, 4.16891986e-04, -2.89047352e-03];[0.78325096, 0.10837452, 0.10837452];[0.00461452, 0.00837204, 0.00124641, 0.00141339, 0.00949665, 0.00157834]
[-0.99261672, -0.01212933, 0.12129326, -0.09926167, 0.00992617, -0.00121293];[-9.97242673e-01, -2.05109097e-02, 1.22503434e-01, -9.79210100e-02, 4.58922831e-04, -2.79592870e-03];[0.7835031, 0.10824845, 0.10824845];[0.00462595, 0.00838158, 0.00121017, 0.00134066, 0.00946725, 0.001583]
[-0.99378, -0.01113612, 0.11136119, -0.099378, 0.0099378, -0.00111361];[-9.98417000e-01, -1.95264947e-02, 1.12534974e-01, -9.81102423e-02, 5.00747446e-04, -2.70107684e-03];[0.78374046, 0.10812977, 0.10812977];[0.004637, 0.00839037, 0.00117378, 0.00126776, 0.00943705, 0.00158747]
[-0.9948439, -0.0101418, 0.10141799, -0.09948439, 0.00994844, -0.00101418];[-9.99491547e-01, -1.85402122e-02, 1.02555218e-01, -9.82897066e-02, 5.42364200e-04, -2.60592438e-03];[0.78396308, 0.10801846, 0.10801846];[0.00464765, 0.00839841, 0.00113723, 0.00119468, 0.00940608, 0.00159174]
[-9.9580832e-01, -9.1464600e-03, 9.1464640e-02, -9.9580830e-02, 9.9580800e-03, -9.1465000e-04];[-1.00046621e+00, -1.75521586e-02, 9.25651654e-02, -9.84593823e-02, 5.83771442e-04, -2.51047786e-03];[0.78417097, 0.10791452, 0.10791452];[0.00465789, 0.0084057, 0.00110053, 0.00112145, 0.00937431, 0.00159583]
[-9.9667317e-01, -8.1502200e-03, 8.1502150e-02, -9.9667320e-02, 9.9667300e-03, -8.1502000e-04];[-1.00134088e+00, -1.65624321e-02, 8.25658180e-02, -9.86192500e-02, 6.24967595e-04, -2.41474316e-03];[0.78436415, 0.10781792, 0.10781792];[0.00466771, 0.00841221, 0.00106367, 0.00104807, 0.00934176, 0.00159972]
